Date,Open,High,Low,Close
19-Apr-12,17432.89,17530.3,17361.71,17503.71
20-Apr-12,17459.72,17519.88,17231.34,17373.84
23-Apr-12,17347.76,17444.18,17056.77,17096.68
24-Apr-12,17154.75,17247.53,17046.72,17207.29
25-Apr-12,17225.54,17249.61,17019.24,17151.29
26-Apr-12,17191.02,17193.25,17084.05,17130.67
27-Apr-12,17145.39,17242.15,17022.09,17134.25
28-Apr-12,17134.19,17212.36,17125.88,17187.34
30-Apr-12,17195.51,17359.18,17195.51,17318.81
2-May-12,17370.93,17432.33,17265.48,17301.91
3-May-12,17271.77,17271.77,17120.86,17151.19
4-May-12,17066.84,17121.37,16776.72,16831.08
7-May-12,16620.44,16944.13,16513.77,16912.71
8-May-12,16915.71,16918.31,16502.91,16546.18
9-May-12,16436.41,16615.74,16422.93,16479.58
10-May-12,16515.62,16671.81,16377.02,16420.05
11-May-12,16355.59,16447.24,16233.76,16292.98
14-May-12,16318.36,16390.33,16124.82,16215.84
15-May-12,16146.9,16370.12,16123.04,16328.25
16-May-12,16132.68,16132.68,15974.6,16030.09
17-May-12,16119.08,16240.18,16007.92,16070.48
18-May-12,15868.07,16206.35,15809.71,16152.75
21-May-12,16187.66,16298.39,16149.61,16183.26
22-May-12,16344.34,16366.72,16000.84,16026.41
23-May-12,15995.14,16002.03,15847.03,15948.1
24-May-12,16033.9,16252.37,15934.77,16222.3
25-May-12,16213.24,16273.48,16118.35,16217.82
28-May-12,16289.82,16439.97,16273.49,16416.84
29-May-12,16500.04,16544.38,16410.21,16438.58
30-May-12,16391.9,16428.74,16295.31,16312.15
31-May-12,16224.86,16277.48,16086.06,16218.53
1-Jun-12,16217.48,16226.19,15933.48,15965.16
4-Jun-12,15808.88,16012.84,15748.98,15988.4
5-Jun-12,16065.37,16138.29,15979.77,16020.64
6-Jun-12,16100.36,16494.5,16100.36,16454.3
7-Jun-12,16578.01,16680.59,16519.89,16649.05
8-Jun-12,16611.52,16767.77,16485.02,16718.87
11-Jun-12,16804.89,16893.81,16627.48,16668.01
12-Jun-12,16570.51,16897.42,16553.47,16862.8
13-Jun-12,16865.72,16944.11,16792.87,16880.51
14-Jun-12,16857.23,16921.49,16658.98,16677.88
15-Jun-12,16701.28,16967.76,16701.28,16949.83
18-Jun-12,17039.54,17109.95,16636.09,16705.83
19-Jun-12,16681.89,16890,16681.89,16859.8
20-Jun-12,16903.96,16962.49,16840.1,16896.63
21-Jun-12,16855.6,17050.44,16799.63,17032.56
22-Jun-12,16882.74,17016.06,16807.8,16972.51
25-Jun-12,17038.77,17131.15,16853.05,16882.16
26-Jun-12,16873.09,16946.66,16815.87,16906.58
27-Jun-12,16975.76,17029.27,16930.8,16967.76
28-Jun-12,16985.58,17033.85,16918.87,16990.76
29-Jun-12,17134.61,17448.48,17134.61,17429.98
2-Jul-12,17438.68,17486.57,17363.04,17398.98
3-Jul-12,17457.95,17526.82,17351.5,17425.71
4-Jul-12,17473.26,17523.77,17372.45,17462.81
5-Jul-12,17478.16,17562.89,17423.45,17538.67
6-Jul-12,17546.04,17554.55,17425.47,17521.12
9-Jul-12,17449.93,17485.79,17343.55,17391.98
10-Jul-12,17431.68,17631.19,17424.29,17618.35
11-Jul-12,17553.97,17582.99,17466.99,17489.14
12-Jul-12,17297.06,17329.46,17181.17,17232.55
13-Jul-12,17269.2,17342.88,17182.29,17213.7
16-Jul-12,17241.98,17282.3,17079.63,17103.31
17-Jul-12,17176.93,17236.08,17074.63,17105.3
18-Jul-12,17113.37,17205.26,17038.59,17185.01
19-Jul-12,17288.34,17318.93,17244.76,17278.85
20-Jul-12,17275.2,17275.2,17129.69,17158.44
23-Jul-12,17047.73,17047.73,16849.28,16877.35
24-Jul-12,16907.74,16962.74,16839.7,16918.08
25-Jul-12,16899.01,16899.01,16736.6,16846.05
26-Jul-12,16887.84,16899.77,16598.48,16639.82
27-Jul-12,16860.16,16975.03,16760.72,16839.19
30-Jul-12,16919.14,17163.95,16919.14,17143.68
31-Jul-12,17186.61,17253.67,17004.09,17236.18
1-Aug-12,17244.44,17291.99,17189.16,17257.38
2-Aug-12,17245.68,17246.01,17157.28,17224.36
3-Aug-12,17164.48,17208.36,17026.97,17197.93
6-Aug-12,17313.05,17451.53,17313.05,17412.96
7-Aug-12,17456.37,17641.55,17417.92,17601.78
8-Aug-12,17638.53,17726.64,17582.66,17600.56
9-Aug-12,17612.08,17702.98,17516.99,17560.87
10-Aug-12,17515.42,17590.61,17471.37,17557.74
13-Aug-12,17551.69,17642.38,17522.1,17633.45
14-Aug-12,17631.64,17753.43,17572.34,17728.2
16-Aug-12,17752.22,17763.59,17640.62,17657.21
17-Aug-12,17701.2,17801.39,17622.62,17691.08
21-Aug-12,17705.14,17898.35,17705.14,17885.26
22-Aug-12,17827.25,17912.08,17800.29,17846.86
23-Aug-12,17856.29,17972.54,17792.87,17850.22
24-Aug-12,17790.25,17822.5,17725.42,17783.21
27-Aug-12,17769.44,17820.07,17662.21,17678.81
28-Aug-12,17676.13,17712.35,17570.71,17631.71
29-Aug-12,17651.14,17653.9,17471.13,17490.81
30-Aug-12,17433.5,17605.51,17367.55,17541.64
31-Aug-12,17557.62,17557.62,17337.61,17429.56
3-Sep-12,17465.6,17509.99,17349.57,17384.4
4-Sep-12,17378.68,17452.7,17308.27,17440.87
5-Sep-12,17359.96,17411.67,17250.8,17313.34
6-Sep-12,17320.73,17418.4,17294.74,17346.27
7-Sep-12,17575.79,17701.2,17575.79,17683.73
8-Sep-12,17701.07,17773.15,17694.83,17749.65
10-Sep-12,17780.93,17810.9,17728.12,17766.78
11-Sep-12,17711.8,17867.85,17677.38,17852.95
12-Sep-12,17916.13,18012.89,17884.96,18000.03
13-Sep-12,18023.95,18062.68,17976.28,18021.16
14-Sep-12,18284.75,18498.54,18284.75,18464.27
17-Sep-12,18619.9,18715.03,18480.54,18542.31
18-Sep-12,18514.72,18580.48,18469.51,18496.01
20-Sep-12,18292.22,18443.92,18291.93,18349.25
21-Sep-12,18411.2,18866.87,18411.2,18752.83
24-Sep-12,18756.31,18811.13,18650.43,18673.34
25-Sep-12,18708.01,18790.01,18636.16,18694.41
26-Sep-12,18644.54,18670.48,18573.18,18632.17
27-Sep-12,18659.75,18735.95,18552.68,18579.5
28-Sep-12,18704.98,18869.94,18698.51,18762.74
1-Oct-12,18784.64,18838.54,18745.28,18823.91
3-Oct-12,18841.49,18905.62,18816.57,18869.69
4-Oct-12,18939.75,19107.04,18939.75,19058.15
5-Oct-12,19115.89,19137.29,18757.34,18938.46
8-Oct-12,18969.19,18969.19,18684.4,18708.98
9-Oct-12,18796.25,18885.84,18722.05,18793.36
10-Oct-12,18699.19,18740.63,18614.37,18631.1
11-Oct-12,18627.37,18847.81,18581.49,18804.75
12-Oct-12,18727.1,18844.35,18638.34,18675.18
15-Oct-12,18690.99,18726.38,18596.65,18713.55
16-Oct-12,18784.75,18801.1,18549.28,18577.7
17-Oct-12,18667.72,18705.19,18535.37,18610.77
18-Oct-12,18653.6,18806.56,18576.41,18791.93
19-Oct-12,18768,18769.59,18611.76,18682.31
22-Oct-12,18655.93,18809.28,18600.88,18793.44
23-Oct-12,18803.62,18812.93,18689.38,18710.02
25-Oct-12,18712.41,18789.92,18699.07,18758.63
26-Oct-12,18715.35,18729.53,18558.05,18625.34
29-Oct-12,18656,18743.41,18572.02,18635.82
30-Oct-12,18642.01,18718.28,18393.42,18430.85
31-Oct-12,18436.79,18521.62,18398.48,18505.38
1-Nov-12,18487.9,18589.13,18445.18,18561.7
2-Nov-12,18692.15,18793.75,18687.93,18755.45
5-Nov-12,18749.37,18794.63,18683.25,18762.87
6-Nov-12,18739.97,18829.07,18726.94,18817.38
7-Nov-12,18802.82,18973.43,18786.14,18902.41
8-Nov-12,18779.74,18865.21,18736.45,18846.26
9-Nov-12,18832.75,18894.42,18656.41,18683.68
12-Nov-12,18691.02,18750.92,18607.66,18670.34
13-Nov-12,18728.95,18732.71,18592.21,18618.87
15-Nov-12,18590.07,18593.54,18408.69,18471.37
16-Nov-12,18491.49,18563.32,18266.76,18309.37
19-Nov-12,18349.53,18386.78,18256.07,18339
20-Nov-12,18422.69,18467.91,18255.69,18329.32
21-Nov-12,18379.9,18478.5,18309.81,18460.38
22-Nov-12,18510.94,18567.68,18456.2,18517.34
23-Nov-12,18543.95,18556.5,18402.38,18506.57
26-Nov-12,18574.36,18590.33,18508.79,18537.01
27-Nov-12,18616.55,18862.7,18616.55,18842.08
29-Nov-12,18873.63,19205.33,18873.63,19170.91
30-Nov-12,19229.7,19372.7,19186.3,19339.9
3-Dec-12,19342.83,19416.45,19257.3,19305.32
4-Dec-12,19277.58,19373.94,19263.71,19348.12
5-Dec-12,19397.98,19463.25,19371.01,19391.86
6-Dec-12,19475.09,19523.25,19186.24,19486.8
7-Dec-12,19514.88,19561.87,19363.13,19424.1
10-Dec-12,19442.19,19478.01,19362.32,19409.69
11-Dec-12,19466.29,19612.18,19285.29,19387.14
12-Dec-12,19432.54,19478.79,19317.23,19355.26
13-Dec-12,19403.66,19421.72,19196.75,19229.26
14-Dec-12,19217.96,19348.85,19193.11,19317.25
17-Dec-12,19290.92,19346.78,19221.87,19244.42
18-Dec-12,19293.01,19396.28,19149.03,19364.75
19-Dec-12,19429.91,19516.02,19419.76,19476
20-Dec-12,19511.41,19520.51,19335.72,19453.92
21-Dec-12,19394.55,19394.55,19221.12,19242
24-Dec-12,19278,19347.64,19237.26,19255.09
26-Dec-12,19302.47,19468.4,19274.07,19417.46
27-Dec-12,19479.84,19504.4,19302.21,19323.8
28-Dec-12,19364.08,19465.74,19346.07,19444.84
31-Dec-12,19422.59,19491.58,19406.17,19426.71
1-Jan-13,19513.45,19623.76,19508.93,19580.81
2-Jan-13,19693.3,19756.68,19686.5,19714.24
3-Jan-13,19771.03,19786.3,19693.29,19764.78
4-Jan-13,19782.59,19797.44,19679.99,19784.08
7-Jan-13,19820.56,19856.43,19654.46,19691.42
8-Jan-13,19681.38,19761.78,19632.59,19742.52
9-Jan-13,19770.21,19824.06,19627.16,19666.59
10-Jan-13,19728.02,19783.75,19596.38,19663.55
11-Jan-13,19813.64,19839.8,19619.83,19663.64
14-Jan-13,19689.09,19948.63,19689.09,19906.41
15-Jan-13,19999.82,20036.82,19881.78,19986.82
16-Jan-13,19978.19,20009.36,19783.02,19817.63
17-Jan-13,19846.42,20005.98,19783.41,19964.03
18-Jan-13,20038.67,20126.55,19990.62,20039.04
21-Jan-13,20132.83,20163.38,20056.46,20101.82
22-Jan-13,20102.43,20156.86,19952.91,19981.57
23-Jan-13,19997.04,20058.07,19920.91,20026.61
24-Jan-13,20017.2,20072.28,19884.2,19923.78
25-Jan-13,19945.69,20129.01,19928.11,20103.53
28-Jan-13,20129,20172.45,20062.79,20103.35
29-Jan-13,20080.31,20203.66,19970.05,19990.9
30-Jan-13,20014.8,20073.46,19964.64,20005
31-Jan-13,19987.28,20008.83,19865.72,19894.98
1-Feb-13,19907.21,19966.69,19736.45,19781.19
4-Feb-13,19860.97,19902.6,19728.21,19751.19
5-Feb-13,19665.54,19717.26,19631.97,19659.82
6-Feb-13,19737.77,19767.25,19611.27,19639.72
7-Feb-13,19589.44,19702.56,19540.08,19580.32
8-Feb-13,19577.19,19648.07,19414.8,19484.77
11-Feb-13,19517.59,19543.44,19416.94,19460.57
12-Feb-13,19489.87,19583.53,19438.53,19561.04
13-Feb-13,19601.69,19723.01,19574.15,19608.08
14-Feb-13,19626.81,19639.83,19444.33,19497.18
15-Feb-13,19449.83,19512.89,19381.82,19468.15
18-Feb-13,19496.25,19554.48,19462.92,19501.08
19-Feb-13,19523.7,19671.17,19457.21,19635.72
20-Feb-13,19717.94,19742.42,19619.89,19642.75
21-Feb-13,19549.05,19554.65,19289.7,19325.36
22-Feb-13,19341.9,19401.75,19289.83,19317.01
25-Feb-13,19365.33,19411.18,19237.98,19331.69
26-Feb-13,19290.66,19293.49,18976.94,19015.14
27-Feb-13,19090.32,19213.02,18997.82,19152.41
28-Feb-13,19264.8,19322.28,18793.97,18861.54
1-Mar-13,18876.68,18988.97,18820.9,18918.52
4-Mar-13,18920.9,18930.86,18760.41,18877.96
5-Mar-13,18943.62,19164.04,18943.62,19143.17
6-Mar-13,19254.2,19293.39,19195.47,19252.61
7-Mar-13,19222.05,19465.52,19212.92,19413.54
8-Mar-13,19478.67,19706.03,19477.61,19683.23
11-Mar-13,19679.88,19754.66,19602.71,19646.21
12-Mar-13,19675.81,19697.84,19505.75,19564.92
13-Mar-13,19511.97,19511.97,19338.52,19362.55
14-Mar-13,19367.26,19604.7,19179.33,19570.44
15-Mar-13,19570.01,19673.16,19383.13,19427.56
18-Mar-13,19282.63,19345.42,19232.23,19293.2
19-Mar-13,19345.91,19378.61,18939.47,19008.1
20-Mar-13,19026.46,19028.09,18836.77,18884.19
21-Mar-13,18926.21,19082.29,18756.65,18792.87
22-Mar-13,18784.93,18859.82,18669.2,18735.6
25-Mar-13,18894.13,18950.22,18654.61,18681.42
26-Mar-13,18645.09,18758.88,18612.37,18704.53
28-Mar-13,18702.46,18882.54,18568.43,18835.77
1-Apr-13,18890.81,18959.48,18796.6,18864.75
2-Apr-13,18863.82,19060.51,18826.53,19040.95
3-Apr-13,19034,19035.2,18721.72,18801.64
4-Apr-13,18731.38,18733.62,18473.85,18509.7
5-Apr-13,18493.67,18525.45,18389.29,18450.23
8-Apr-13,18455.8,18504.48,18402.93,18437.78
9-Apr-13,18481.47,18565.56,18206.61,18226.48
10-Apr-13,18355.14,18461.44,18173.31,18414.45
11-Apr-13,18577.52,18599.14,18397.94,18542.2
12-Apr-13,18275.66,18337.91,18186.1,18242.56
15-Apr-13,18196.09,18424.4,18144.22,18357.8
16-Apr-13,18356.32,18771.33,18325.73,18744.93
17-Apr-13,18773.45,18869.88,18673.44,18731.16
18-Apr-13,18695.34,19058.8,18691.61,19016.46
22-Apr-13,18989.78,19204.9,18989.78,19169.83
23-Apr-13,19210.26,19210.26,19042.08,19179.36
25-Apr-13,19192.11,19434.85,19192.11,19406.85
26-Apr-13,19376,19384.95,19249.75,19286.72
29-Apr-13,19306.67,19428.94,19284.4,19387.5
30-Apr-13,19492.83,19622.68,19317.38,19504.18
2-May-13,19459.33,19792,19451.26,19735.77
3-May-13,19707.95,19744.85,19542.63,19575.64
6-May-13,19571.66,19694.29,19554.31,19673.64
7-May-13,19697.33,19917.88,19697.33,19888.95
8-May-13,19950.22,20037.27,19851.22,19990.18
9-May-13,20015.86,20058.48,19903.83,19939.04
10-May-13,19911.08,20119.14,19908.8,20082.62
11-May-13,20091.93,20146.83,20055.18,20122.32
13-May-13,20073.41,20109.08,19667.39,19691.67
14-May-13,19715.8,19831.79,19652.69,19722.29
15-May-13,19798.18,20241.96,19798.18,20212.96
16-May-13,20167.93,20326.48,20162.12,20247.33
17-May-13,20267.6,20328.19,20155.01,20286.12
20-May-13,20277.76,20443.62,20186.66,20223.98
21-May-13,20227.17,20308.04,20072.68,20111.61
22-May-13,20150.69,20220.35,20000.86,20062.24
23-May-13,19971.37,20027.56,19634.79,19674.33
24-May-13,19765.32,19833.14,19568.49,19704.33
27-May-13,19750.67,20083.47,19678.31,20030.77
28-May-13,20056.28,20209.82,19963.23,20160.82
29-May-13,20202.51,20216.49,20044.74,20147.64
30-May-13,20066.94,20254.03,20066.14,20215.4
31-May-13,20186.67,20191.29,19730.55,19760.3
3-Jun-13,19859.22,19860.19,19541.97,19610.48
4-Jun-13,19605.68,19742.7,19522.47,19545.78
5-Jun-13,19532.42,19604.43,19441.35,19568.22
6-Jun-13,19503.68,19635.37,19395.32,19519.49
7-Jun-13,19522.31,19711.55,19397.51,19429.23
10-Jun-13,19530.35,19585.75,19366.82,19441.07
11-Jun-13,19382.22,19418.74,19121.18,19143
12-Jun-13,19103.96,19143.24,18969.08,19041.13
13-Jun-13,18897.49,18914.13,18765.53,18827.16
14-Jun-13,18959.83,19213.1,18952.09,19177.93
17-Jun-13,19249.9,19344.28,19084.68,19325.87
18-Jun-13,19329.17,19383.61,19191.37,19223.28
19-Jun-13,19224.09,19274.26,19100.13,19245.7
20-Jun-13,19069.2,19069.2,18687.19,18719.29
21-Jun-13,18695.8,18820.81,18615.14,18774.24
24-Jun-13,18714.06,18714.06,18467.16,18540.89
25-Jun-13,18602.25,18802.31,18487.3,18629.15
26-Jun-13,18662.37,18690.5,18514.35,18552.12
27-Jun-13,18716.11,18925.75,18688.28,18875.95
28-Jun-13,19093.18,19432.94,19093.18,19395.81
1-Jul-13,19352.48,19598.43,19347.57,19577.39
2-Jul-13,19573.93,19589.14,19442.75,19463.82
3-Jul-13,19347.11,19347.11,19147.31,19177.76
4-Jul-13,19256.12,19445.02,19245.01,19410.84
5-Jul-13,19568.79,19640.27,19477.74,19495.82
8-Jul-13,19418.98,19422.69,19185.92,19324.77
9-Jul-13,19399.37,19486,19380.25,19439.48
10-Jul-13,19482.66,19505.93,19237.91,19294.12
11-Jul-13,19468.46,19723.51,19468.46,19676.06
12-Jul-13,19898.69,19991.94,19785.59,19958.47
15-Jul-13,19926.1,20072.44,19883.19,20034.48
16-Jul-13,19788.09,19890.63,19649.58,19851.23
17-Jul-13,19928.95,19983.22,19778.54,19948.73
18-Jul-13,19999.51,20176.9,19956.2,20128.41
19-Jul-13,20213.45,20256.6,20111.13,20149.85
22-Jul-13,20096.71,20264.9,20065.69,20159.12
23-Jul-13,20249.98,20351.06,20249.98,20302.13
24-Jul-13,20200.2,20252.7,19994.25,20090.68
25-Jul-13,20062,20110.81,19763.9,19804.76
26-Jul-13,19892.47,19907.45,19699.76,19748.19
29-Jul-13,19714.42,19751.03,19570.87,19593.28
30-Jul-13,19577.75,19672.72,19328.54,19348.34
31-Jul-13,19304.07,19387.5,19126.82,19345.7
1-Aug-13,19443.29,19569.2,19170.46,19317.19
2-Aug-13,19399.55,19451.7,19078.72,19164.02
5-Aug-13,19178.06,19306.51,19141.68,19182.26
6-Aug-13,19127.1,19131.92,18667.3,18733.04
7-Aug-13,18758.53,18811.46,18551.35,18664.88
8-Aug-13,18687.3,18829.26,18621.67,18789.34
12-Aug-13,18898.94,19066.97,18796.01,18946.98
13-Aug-13,18895.26,19248.11,18864.81,19229.84
14-Aug-13,19299.42,19392.56,19203.63,19367.59
16-Aug-13,19297.11,19310.95,18559.65,18598.18
19-Aug-13,18587.38,18587.38,18139.15,18307.52
20-Aug-13,18142.83,18306.46,17970.98,18246.04
21-Aug-13,18545.44,18567.7,17807.19,17905.91
22-Aug-13,17896.84,18349.82,17759.59,18312.94
23-Aug-13,18386.53,18546.6,18210.75,18519.44
26-Aug-13,18602.56,18728.19,18488.93,18558.13
27-Aug-13,18460.72,18460.72,17921.82,17968.08
28-Aug-13,17851.44,18101.84,17448.71,17996.15
29-Aug-13,18073.66,18455.66,18071.22,18401.04
30-Aug-13,18424.72,18679.26,18272.76,18619.72
2-Sep-13,18691.83,18942.06,18678.93,18886.13
3-Sep-13,19002.77,19007.31,18166.17,18234.66
4-Sep-13,18314.68,18612.6,18188.43,18567.55
5-Sep-13,18857.6,19117.52,18847.02,18979.76
6-Sep-13,19072.02,19293.96,18929.38,19270.06
10-Sep-13,19448.39,20012.69,19444.66,19997.09
11-Sep-13,19999.77,20055.53,19777.63,19997.45
12-Sep-13,20046.05,20052.05,19676.49,19781.88
13-Sep-13,19744.54,19899.37,19675.68,19732.76
16-Sep-13,19977.38,20086.43,19596.15,19742.47
17-Sep-13,19721.9,19819.1,19635.44,19804.03
18-Sep-13,19865.99,20013.33,19775.29,19962.16
19-Sep-13,20354.73,20739.69,20347.3,20646.64
20-Sep-13,20616.35,20677.99,20051.43,20263.71
23-Sep-13,20060.82,20199.81,19826.3,19900.96
24-Sep-13,19820.03,20050.42,19782.78,19920.21
25-Sep-13,19947.43,19978.49,19658.74,19856.24
26-Sep-13,19853.66,19997.28,19826.99,19893.85
27-Sep-13,19951.73,19981.57,19674.38,19727.27
30-Sep-13,19643.89,19651.31,19320.73,19379.77
1-Oct-13,19452.05,19532.91,19264.72,19517.15
3-Oct-13,19585.79,19929.24,19583.97,19902.07
4-Oct-13,19870,20052,19833.17,19915.95
7-Oct-13,19880.94,19921.38,19647.88,19895.1
8-Oct-13,20094.21,20150.27,19936.72,19983.61
9-Oct-13,19918.2,20277.74,19826.96,20249.26
10-Oct-13,20228.76,20323.77,20135.91,20272.91
11-Oct-13,20535.9,20559.69,20368.06,20528.59
14-Oct-13,20534.61,20645.94,20497.88,20607.54
15-Oct-13,20722.9,20759.58,20446.73,20547.62
17-Oct-13,20579.56,20629.8,20375.42,20415.51
18-Oct-13,20486.78,20932.23,20486.78,20882.89
21-Oct-13,20915.76,20970.92,20768.99,20893.89
22-Oct-13,20863.15,20948.91,20810.25,20864.97
23-Oct-13,20875.31,20922.32,20589.72,20767.88
24-Oct-13,20766.05,21039.42,20656.7,20725.43
25-Oct-13,20725.52,20782.16,20622.55,20683.52
28-Oct-13,20696.51,20771.36,20550.64,20570.28
29-Oct-13,20593.49,20952.55,20493.66,20929.01
30-Oct-13,20944.14,21086.59,20937.12,21033.97
31-Oct-13,21000.6,21205.44,20991.98,21164.52
1-Nov-13,21158.81,21293.88,21141.32,21196.81
3-Nov-13,21278.08,21321.53,21212.31,21239.36
5-Nov-13,21134.1,21158.56,20951.71,20974.79
6-Nov-13,21004.54,21045.38,20861.42,20894.94
7-Nov-13,20896.13,21142.85,20797.06,20822.77
8-Nov-13,20785.2,20821.01,20600.9,20666.15
11-Nov-13,20596.4,20672.53,20453.15,20490.96
12-Nov-13,20510.31,20584.22,20262.22,20281.91
13-Nov-13,20248.52,20365.59,20161.64,20194.4
14-Nov-13,20351.39,20568.99,20348.27,20399.42
18-Nov-13,20570.59,20868.76,20570.59,20850.74
19-Nov-13,20870.16,20934.4,20828.69,20890.82
20-Nov-13,20857.01,20895.3,20579.94,20635.13
21-Nov-13,20579.26,20579.26,20189.23,20229.05
22-Nov-13,20316.58,20388.12,20137.67,20217.39
25-Nov-13,20326.66,20626.15,20326.66,20605.08
26-Nov-13,20604.27,20604.27,20390.62,20425.02
27-Nov-13,20449,20482.67,20348.06,20420.26
28-Nov-13,20522.36,20606.38,20461.51,20534.91
29-Nov-13,20558.93,20819.77,20558.93,20791.93
2-Dec-13,20771.27,20941,20770.51,20898.01
3-Dec-13,20857.85,20927.05,20817.75,20854.92
4-Dec-13,20839.45,20863.37,20673.62,20708.71
5-Dec-13,20992.25,21165.6,20929.2,20957.81
6-Dec-13,20955.74,21049.84,20922.45,20996.53
9-Dec-13,21416.67,21483.74,21282.64,21326.42
10-Dec-13,21293.58,21327.75,21175.08,21255.26
11-Dec-13,21191.27,21215.94,21069.45,21171.41
12-Dec-13,21101.05,21103.8,20901.47,20925.61
13-Dec-13,20867.17,20867.17,20692.67,20715.58
16-Dec-13,20714.26,20764.52,20637.77,20659.52
17-Dec-13,20732.44,20784.03,20594.99,20612.14
18-Dec-13,20568.7,20917.57,20568.7,20859.86
19-Dec-13,20959.8,21017.45,20646.03,20708.62
20-Dec-13,20792.37,21117.99,20745.94,21079.72
23-Dec-13,21080.54,21207.89,21059.12,21101.03
24-Dec-13,21127.66,21156.92,21010.65,21032.71
26-Dec-13,21051,21135.85,21013.14,21074.59
27-Dec-13,21114.49,21235.14,21113.25,21193.58
30-Dec-13,21260.15,21304.7,21089.21,21143.01
31-Dec-13,21177.77,21230.88,21122.68,21170.68
1-Jan-14,21222.19,21244.35,21133.82,21140.48
